[13, 24, 36, 15, 14, 30]
[33, 5, 4, 10, 19, 15]
[20, 28, 13, 34, 29, 32]
[3, 36, 30, 25, 32, 2]
[24, 10, 1, 32, 34, 27]
[35, 22, 10, 13, 11, 8]
[18, 22, 21, 26, 16, 31]
[15, 35, 25, 10, 1, 28]
[35, 2, 12, 3, 10, 30]
[2, 9, 35, 23, 16, 29]
[35, 16, 6, 36, 4, 24]
[1, 26, 9, 5, 21, 7]
[30, 4, 28, 35, 25, 6]
[33, 26, 6, 17, 31, 28]
[8, 9, 30, 17, 4, 11]
[7, 3, 2, 16, 30, 33]
[31, 18, 20, 10, 29, 34]
[2, 1, 9, 18, 32, 20]
[33, 34, 19, 11, 26, 32]
[28, 3, 33, 10, 31, 8]
[7, 4, 16, 19, 29, 30]
[24, 9, 13, 28, 36, 17]
[33, 8, 20, 22, 29, 10]
[12, 27, 22, 20, 10, 13]
[15, 34, 25, 22, 7, 31]
[13, 18, 14, 23, 2, 31]
[24, 11, 3, 7, 18, 6]
[33, 34, 36, 35, 31, 1]
[22, 2, 27, 25, 12, 9]
[18, 35, 16, 6, 28, 31]
[14, 2, 3, 16, 31, 11]
[10, 33, 3, 32, 17, 25]
[6, 23, 15, 12, 21, 28]
[18, 28, 9, 10, 29, 7]
[31, 23, 36, 34, 15, 2]
[22, 25, 33, 6, 32, 12]
[19, 2, 17, 30, 14, 23]
[9, 21, 10, 31, 13, 36]
[35, 24, 21, 16, 10, 9]
[19, 4, 36, 5, 30, 24]
[22, 35, 34, 13, 15, 5]
[30, 24, 35, 34, 14, 17]
[19, 8, 35, 36, 30, 25]
[22, 15, 28, 4, 10, 6]
[12, 1, 23, 18, 3, 32]
[13, 15, 11, 21, 23, 16]
[18, 23, 34, 11, 35, 14]
[4, 30, 12, 7, 18, 26]
[26, 27, 16, 19, 11, 17]
[19, 10, 26, 34, 5, 18]
[35, 36, 24, 12, 20, 30]
[13, 22, 12, 21, 18, 5]
[20, 28, 13, 8, 3, 9]
[10, 33, 14, 13, 20, 24]
[14, 13, 32, 27, 28, 35]
[5, 34, 23, 1, 22, 16]
[24, 7, 27, 14, 34, 9]
[18, 36, 8, 13, 30, 2]
[34, 14, 20, 18, 15, 17]
[28, 16, 33, 5, 9, 31]
[6, 3, 8, 30, 21, 17]
[10, 4, 14, 16, 12, 34]
[20, 29, 12, 22, 7, 24]
[5, 32, 21, 22, 15, 2]
[19, 31, 1, 21, 4, 27]
[19, 23, 34, 22, 30, 33]
[9, 24, 20, 31, 2, 3]
[22, 36, 30, 23, 14, 29]
[15, 33, 4, 9, 13, 18]
[12, 16, 9, 29, 21, 20]
[23, 5, 20, 35, 32, 27]
[7, 32, 4, 11, 1, 13]
[32, 8, 17, 7, 13, 19]
[12, 16, 31, 4, 9, 32]
[36, 21, 2, 13, 16, 19]
[10, 26, 12, 30, 9, 8]
[13, 18, 9, 35, 34, 32]
[4, 17, 28, 34, 22, 8]
[15, 26, 7, 29, 32, 12]
[22, 18, 36, 11, 12, 27]
[18, 5, 25, 31, 30, 27]
[6, 21, 11, 2, 25, 4]
[19, 31, 22, 11, 9, 34]
[8, 27, 2, 17, 22, 30]
[34, 8, 11, 2, 15, 6]
[6, 5, 33, 12, 7, 34]
[12, 27, 7, 30, 23, 22]
[17, 3, 11, 18, 14, 4]
[25, 24, 26, 3, 29, 11]
[34, 17, 23, 10, 19, 27]
[2, 8, 14, 32, 9, 4]
[35, 9, 30, 7, 1, 6]
[36, 19, 4, 21, 9, 29]
[5, 23, 8, 22, 3, 7]
[20, 21, 27, 31, 30, 12]
[32, 21, 12, 7, 4, 34]
[8, 29, 14, 1, 31, 15]
[19, 31, 7, 21, 20, 22]
[3, 26, 16, 29, 2, 6]
[26, 36, 1, 24, 21, 17]
[22, 27, 36, 9, 33, 10]
[29, 2, 14, 17, 36, 11]
[15, 8, 36, 13, 32, 1]
[10, 27, 32, 23, 15, 13]
[24, 19, 1, 21, 12, 33]
[14, 10, 30, 4, 5, 7]
[14, 29, 19, 31, 28, 3]
[36, 28, 33, 2, 32, 31]
[15, 7, 36, 3, 21, 30]
[21, 6, 13, 30, 35, 31]
[26, 16, 2, 7, 24, 35]
[20, 1, 14, 34, 33, 21]
[10, 19, 24, 27, 11, 4]
[31, 35, 26, 32, 23, 12]
[26, 14, 27, 30, 21, 33]
[6, 7, 25, 26, 20, 8]
[26, 5, 13, 22, 19, 16]
[10, 2, 15, 30, 36, 20]
[28, 20, 8, 26, 12, 5]
[17, 5, 12, 9, 24, 30]
[7, 26, 28, 15, 10, 31]
[10, 8, 14, 19, 12, 3]
[20, 34, 2, 19, 6, 13]
[26, 2, 30, 31, 18, 35]
[33, 32, 13, 17, 36, 4]
[2, 25, 13, 34, 7, 29]
[7, 36, 24, 8, 17, 14]
[2, 22, 14, 13, 16, 30]
[22, 28, 12, 24, 19, 36]
[36, 35, 10, 28, 21, 11]
[18, 2, 26, 4, 8, 1]
[6, 32, 31, 2, 4, 22]
[25, 7, 10, 1, 33, 20]
[3, 34, 20, 27, 14, 28]
[22, 4, 18, 7, 1, 3]
[1, 10, 32, 2, 16, 30]
[16, 35, 10, 15, 27, 18]
[4, 3, 11, 26, 12, 1]
[14, 27, 21, 6, 18, 7]
[4, 36, 6, 10, 1, 34]
[16, 4, 26, 31, 13, 6]
[17, 21, 4, 15, 6, 13]
[21, 1, 2, 31, 32, 11]
[31, 15, 21, 4, 34, 24]
[27, 35, 7, 31, 33, 10]
[22, 32, 3, 2, 7, 10]
[9, 31, 30, 22, 24, 26]
[14, 23, 26, 3, 35, 1]
[15, 26, 6, 25, 5, 17]
[15, 8, 27, 20, 21, 26]
[5, 30, 32, 2, 18, 17]
[22, 19, 14, 25, 7, 27]
[35, 27, 7, 13, 9, 2]
[16, 28, 25, 22, 17, 11]
[8, 35, 24, 5, 33, 11]
[15, 14, 23, 25, 32, 5]
[26, 11, 35, 27, 20, 14]
[15, 2, 4, 11, 13, 20]
[8, 5, 4, 17, 12, 13]
[32, 12, 1, 24, 5, 16]
[20, 15, 7, 23, 29, 8]
[8, 6, 9, 27, 35, 21]
[6, 35, 11, 29, 28, 8]
[19, 25, 24, 9, 20, 4]
[7, 34, 16, 36, 25, 5]
[29, 15, 28, 1, 19, 9]
[16, 24, 30, 35, 11, 1]
[31, 25, 16, 36, 27, 1]
[34, 11, 24, 2, 17, 26]
[5, 17, 7, 14, 15, 19]
[28, 32, 3, 25, 27, 11]
[3, 9, 27, 10, 1, 23]
[30, 15, 14, 18, 1, 28]
[2, 16, 14, 25, 34, 6]
[14, 27, 26, 2, 16, 18]
[1, 24, 4, 10, 14, 29]
[11, 7, 27, 1, 34, 33]
[31, 8, 6, 30, 29, 16]
[6, 12, 10, 19, 5, 2]
[29, 23, 27, 3, 18, 11]
[19, 10, 30, 3, 36, 18]
[27, 29, 26, 9, 19, 35]
[6, 7, 1, 5, 2, 22]
[31, 20, 32, 3, 15, 4]
[6, 36, 11, 35, 14, 25]
[1, 11, 20, 13, 31, 25]
[24, 26, 23, 35, 8, 18]
[10, 30, 6, 8, 4, 19]
[9, 15, 19, 14, 2, 6]
[28, 29, 22, 3, 35, 4]
[19, 1, 8, 35, 34, 6]
[7, 14, 33, 32, 2, 29]
[11, 1, 3, 8, 7, 19]
[15, 13, 26, 12, 1, 31]
[35, 26, 5, 21, 24, 28]
[25, 32, 1, 33, 14, 31]
[14, 30, 20, 28, 11, 12]
[10, 11, 17, 25, 9, 35]
[30, 16, 21, 2, 5, 31]
[27, 8, 35, 5, 30, 12]
[8, 31, 17, 18, 36, 26]
[3, 31, 1, 24, 12, 27]
[27, 17, 16, 5, 30, 28]
[19, 15, 28, 35, 3, 18]
[26, 30, 3, 35, 15, 32]
[11, 31, 8, 25, 16, 5]
[28, 5, 14, 9, 25, 10]
[10, 15, 1, 13, 2, 9]
[33, 35, 1, 12, 30, 26]
[9, 5, 1, 19, 36, 12]
[36, 17, 3, 9, 34, 29]
[2, 20, 26, 10, 8, 23]
[5, 6, 11, 36, 19, 23]
[9, 34, 23, 36, 32, 26]
[24, 25, 6, 23, 12, 13]
[23, 36, 19, 1, 35, 4]
[18, 31, 36, 13, 4, 34]
[22, 31, 27, 33, 6, 3]
[4, 24, 18, 22, 36, 29]
[19, 35, 4, 25, 34, 13]
[28, 24, 6, 7, 33, 14]
[25, 14, 21, 1, 12, 29]
[19, 33, 1, 22, 28, 35]
[3, 5, 10, 4, 13, 36]
[23, 25, 12, 17, 33, 18]
[29, 27, 25, 14, 18, 34]
[12, 34, 33, 16, 15, 28]
[30, 16, 29, 25, 9, 32]
[8, 22, 9, 14, 13, 24]
[35, 4, 32, 26, 33, 10]
[21, 34, 5, 13, 11, 25]
[36, 16, 11, 8, 24, 27]
[28, 13, 7, 4, 3, 2]
[24, 17, 20, 10, 3, 4]
[16, 1, 25, 4, 23, 17]
[24, 8, 25, 4, 30, 3]
[13, 6, 36, 4, 29, 11]
[8, 9, 22, 7, 21, 32]
[18, 6, 28, 1, 3, 29]
[7, 27, 8, 24, 13, 5]
[27, 11, 36, 19, 13, 15]
[16, 15, 13, 36, 18, 17]
[26, 19, 8, 16, 25, 15]
[1, 6, 12, 19, 29, 32]
[14, 20, 5, 30, 8, 17]
[14, 4, 35, 9, 6, 22]
[31, 34, 8, 20, 16, 13]
[4, 9, 23, 18, 3, 16]
[31, 18, 13, 5, 16, 7]
[35, 33, 32, 17, 11, 30]
[5, 36, 16, 35, 1, 17]
[33, 15, 14, 34, 8, 30]
[12, 2, 7, 32, 25, 20]
[7, 32, 24, 18, 26, 34]
[15, 23, 22, 8, 14, 4]
[29, 23, 22, 9, 21, 31]
[5, 21, 6, 8, 32, 29]
[19, 10, 4, 22, 13, 29]
[29, 1, 5, 14, 3, 22]
[11, 22, 33, 29, 27, 15]
[27, 19, 2, 7, 36, 3]
[21, 17, 4, 35, 31, 28]
[15, 8, 5, 11, 36, 26]
[24, 21, 13, 2, 15, 8]
[28, 1, 31, 10, 23, 32]
[24, 10, 6, 36, 11, 2]
[15, 30, 26, 29, 5, 4]
[10, 32, 8, 24, 18, 12]
[5, 9, 14, 31, 12, 27]
[31, 8, 11, 17, 6, 12]
[28, 20, 36, 14, 7, 4]
[32, 24, 8, 14, 20, 15]
[19, 26, 17, 1, 23, 32]
[35, 2, 15, 21, 4, 9]
[7, 9, 29, 30, 11, 34]
[3, 31, 34, 16, 35, 29]
[10, 16, 18, 12, 6, 9]
[31, 10, 6, 12, 3, 7]
[28, 20, 22, 25, 8, 21]
[25, 10, 18, 34, 4, 23]
[29, 22, 11, 23, 32, 24]
[16, 8, 23, 17, 36, 21]
[29, 17, 15, 10, 30, 22]
[27, 2, 24, 3, 8, 33]
[22, 13, 10, 21, 2, 34]
[31, 16, 1, 33, 29, 17]
[7, 14, 2, 5, 11, 21]
[14, 10, 24, 31, 36, 3]
[12, 31, 2, 7, 9, 29]
[18, 32, 17, 11, 20, 12]
[35, 33, 34, 7, 24, 20]
[31, 10, 27, 4, 25, 29]
[31, 4, 5, 11, 9, 3]
